tag,number,title,link,acceptance,difficulty,tags
Array,698,Partition to K Equal Sum Subsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets,41.20%,Medium,
Array,699,Falling Squares,https://leetcode.com/problems/falling-squares,44.30%,Hard,
Array,713,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k,45.00%,Medium,
Array,714,Best Time to Buy and Sell Stock with Transaction Fee,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,64.10%,Medium,
Array,717,1-bit and 2-bit Characters,https://leetcode.com/problems/1-bit-and-2-bit-characters,46.00%,Easy,
Array,718,Maximum Length of Repeated Subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray,51.60%,Medium,
Array,719,Find K-th Smallest Pair Distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance,36.20%,Hard,
Array,720,Longest Word in Dictionary,https://leetcode.com/problems/longest-word-in-dictionary,51.70%,Medium,
Array,721,Accounts Merge,https://leetcode.com/problems/accounts-merge,56.30%,Medium,
Array,722,Remove Comments,https://leetcode.com/problems/remove-comments,37.90%,Medium,
Array,723,Candy Crush,https://leetcode.com/problems/candy-crush,76.20%,Medium,
Array,724,Find Pivot Index,https://leetcode.com/problems/find-pivot-index,53.30%,Easy,
Array,733,Flood Fill,https://leetcode.com/problems/flood-fill,60.20%,Easy,
Array,734,Sentence Similarity,https://leetcode.com/problems/sentence-similarity,43.00%,Easy,
Array,735,Asteroid Collision,https://leetcode.com/problems/asteroid-collision,44.30%,Medium,
Array,737,Sentence Similarity II,https://leetcode.com/problems/sentence-similarity-ii,48.70%,Medium,
Array,739,Daily Temperatures,https://leetcode.com/problems/daily-temperatures,66.90%,Medium,
Array,740,Delete and Earn,https://leetcode.com/problems/delete-and-earn,57.40%,Medium,
Array,741,Cherry Pickup,https://leetcode.com/problems/cherry-pickup,36.30%,Hard,
Array,744,Find Smallest Letter Greater Than Target,https://leetcode.com/problems/find-smallest-letter-greater-than-target,44.60%,Easy,
Array,746,Min Cost Climbing Stairs,https://leetcode.com/problems/min-cost-climbing-stairs,62.20%,Easy,
Array,747,Largest Number At Least Twice of Others,https://leetcode.com/problems/largest-number-at-least-twice-of-others,46.20%,Easy,
Array,748,Shortest Completing Word,https://leetcode.com/problems/shortest-completing-word,59.20%,Easy,
Array,749,Contain Virus,https://leetcode.com/problems/contain-virus,50.70%,Hard,
Array,750,Number Of Corner Rectangles,https://leetcode.com/problems/number-of-corner-rectangles,67.50%,Medium,
Array,752,Open the Lock,https://leetcode.com/problems/open-the-lock,55.50%,Medium,
Array,755,Pour Water,https://leetcode.com/problems/pour-water,46.00%,Medium,
Array,757,Set Intersection Size At Least Two,https://leetcode.com/problems/set-intersection-size-at-least-two,43.70%,Hard,
Array,758,Bold Words in String,https://leetcode.com/problems/bold-words-in-string,50.60%,Medium,
Array,759,Employee Free Time,https://leetcode.com/problems/employee-free-time,71.60%,Hard,
Array,760,Find Anagram Mappings,https://leetcode.com/problems/find-anagram-mappings,82.80%,Easy,
Array,764,Largest Plus Sign,https://leetcode.com/problems/largest-plus-sign,48.40%,Medium,
Array,427,Construct Quad Tree,https://leetcode.com/problems/construct-quad-tree,66.20%,Medium,
Array,766,Toeplitz Matrix,https://leetcode.com/problems/toeplitz-matrix,68.10%,Easy,
Array,768,Max Chunks To Make Sorted II,https://leetcode.com/problems/max-chunks-to-make-sorted-ii,52.60%,Hard,
Array,769,Max Chunks To Make Sorted,https://leetcode.com/problems/max-chunks-to-make-sorted,58.10%,Medium,
Array,702,Search in a Sorted Array of Unknown Size,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size,71.30%,Medium,
Array,773,Sliding Puzzle,https://leetcode.com/problems/sliding-puzzle,63.70%,Hard,
Array,774,Minimize Max Distance to Gas Station,https://leetcode.com/problems/minimize-max-distance-to-gas-station,51.30%,Hard,
Array,775,Global and Local Inversions,https://leetcode.com/problems/global-and-local-inversions,43.90%,Medium,
Array,704,Binary Search,https://leetcode.com/problems/binary-search,55.10%,Easy,
Array,778,Swim in Rising Water,https://leetcode.com/problems/swim-in-rising-water,59.60%,Hard,
Array,781,Rabbits in Forest,https://leetcode.com/problems/rabbits-in-forest,55.30%,Medium,
Array,782,Transform to Chessboard,https://leetcode.com/problems/transform-to-chessboard,51.90%,Hard,
Array,786,K-th Smallest Prime Fraction,https://leetcode.com/problems/k-th-smallest-prime-fraction,50.60%,Medium,
Array,789,Escape The Ghosts,https://leetcode.com/problems/escape-the-ghosts,60.60%,Medium,
Array,794,Valid Tic-Tac-Toe State,https://leetcode.com/problems/valid-tic-tac-toe-state,35.20%,Medium,
Array,795,Number of Subarrays with Bounded Maximum,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum,52.60%,Medium,
Array,798,Smallest Rotation with Highest Score,https://leetcode.com/problems/smallest-rotation-with-highest-score,49.60%,Hard,
Array,705,Design HashSet,https://leetcode.com/problems/design-hashset,66.00%,Easy,
Array,706,Design HashMap,https://leetcode.com/problems/design-hashmap,65.10%,Easy,
Array,801,Minimum Swaps To Make Sequences Increasing,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing,39.20%,Hard,
Array,803,Bricks Falling When Hit,https://leetcode.com/problems/bricks-falling-when-hit,34.20%,Hard,
Array,804,Unique Morse Code Words,https://leetcode.com/problems/unique-morse-code-words,82.60%,Easy,
Array,805,Split Array With Same Average,https://leetcode.com/problems/split-array-with-same-average,25.90%,Hard,
Array,806,Number of Lines To Write String,https://leetcode.com/problems/number-of-lines-to-write-string,66.10%,Easy,
Array,807,Max Increase to Keep City Skyline,https://leetcode.com/problems/max-increase-to-keep-city-skyline,85.90%,Medium,
Array,809,Expressive Words,https://leetcode.com/problems/expressive-words,46.30%,Medium,
Array,810,Chalkboard XOR Game,https://leetcode.com/problems/chalkboard-xor-game,54.90%,Hard,
Array,811,Subdomain Visit Count,https://leetcode.com/problems/subdomain-visit-count,75.00%,Medium,
Array,812,Largest Triangle Area,https://leetcode.com/problems/largest-triangle-area,59.70%,Easy,
Array,813,Largest Sum of Averages,https://leetcode.com/problems/largest-sum-of-averages,52.90%,Medium,
Array,815,Bus Routes,https://leetcode.com/problems/bus-routes,45.70%,Hard,
Array,817,Linked List Components,https://leetcode.com/problems/linked-list-components,58.10%,Medium,
Array,820,Short Encoding of Words,https://leetcode.com/problems/short-encoding-of-words,60.70%,Medium,
Array,821,Shortest Distance to a Character,https://leetcode.com/problems/shortest-distance-to-a-character,71.30%,Easy,
Array,822,Card Flipping Game,https://leetcode.com/problems/card-flipping-game,45.50%,Medium,
Array,823,Binary Trees With Factors,https://leetcode.com/problems/binary-trees-with-factors,50.10%,Medium,
Array,825,Friends Of Appropriate Ages,https://leetcode.com/problems/friends-of-appropriate-ages,46.30%,Medium,
Array,826,Most Profit Assigning Work,https://leetcode.com/problems/most-profit-assigning-work,44.10%,Medium,
Array,827,Making A Large Island,https://leetcode.com/problems/making-a-large-island,44.70%,Hard,
Array,641,Design Circular Deque,https://leetcode.com/problems/design-circular-deque,57.70%,Medium,
Array,622,Design Circular Queue,https://leetcode.com/problems/design-circular-queue,51.80%,Medium,
Array,832,Flipping an Image,https://leetcode.com/problems/flipping-an-image,80.30%,Easy,
Array,833,Find And Replace in String,https://leetcode.com/problems/find-and-replace-in-string,54.10%,Medium,
Array,835,Image Overlap,https://leetcode.com/problems/image-overlap,61.00%,Medium,
Array,839,Similar String Groups,https://leetcode.com/problems/similar-string-groups,47.40%,Hard,
Array,840,Magic Squares In Grid,https://leetcode.com/problems/magic-squares-in-grid,38.50%,Medium,
Array,843,Guess the Word,https://leetcode.com/problems/guess-the-word,42.10%,Hard,
Array,845,Longest Mountain in Array,https://leetcode.com/problems/longest-mountain-in-array,40.10%,Medium,
Array,846,Hand of Straights,https://leetcode.com/problems/hand-of-straights,56.50%,Medium,
Array,848,Shifting Letters,https://leetcode.com/problems/shifting-letters,45.40%,Medium,
Array,849,Maximize Distance to Closest Person,https://leetcode.com/problems/maximize-distance-to-closest-person,47.60%,Medium,
Array,850,Rectangle Area II,https://leetcode.com/problems/rectangle-area-ii,53.60%,Hard,
Array,851,Loud and Rich,https://leetcode.com/problems/loud-and-rich,58.00%,Medium,
Array,852,Peak Index in a Mountain Array,https://leetcode.com/problems/peak-index-in-a-mountain-array,69.50%,Medium,
Array,853,Car Fleet,https://leetcode.com/problems/car-fleet,49.90%,Medium,
Array,857,Minimum Cost to Hire K Workers,https://leetcode.com/problems/minimum-cost-to-hire-k-workers,52.00%,Hard,
Array,860,Lemonade Change,https://leetcode.com/problems/lemonade-change,52.80%,Easy,
Array,861,Score After Flipping Matrix,https://leetcode.com/problems/score-after-flipping-matrix,75.00%,Medium,
Array,862,Shortest Subarray with Sum at Least K,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,26.10%,Hard,
Array,867,Transpose Matrix,https://leetcode.com/problems/transpose-matrix,63.40%,Easy,
Array,870,Advantage Shuffle,https://leetcode.com/problems/advantage-shuffle,51.60%,Medium,
Array,871,Minimum Number of Refueling Stops,https://leetcode.com/problems/minimum-number-of-refueling-stops,39.90%,Hard,
Array,873,Length of Longest Fibonacci Subsequence,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence,48.60%,Medium,
Array,874,Walking Robot Simulation,https://leetcode.com/problems/walking-robot-simulation,38.30%,Medium,
Array,875,Koko Eating Bananas,https://leetcode.com/problems/koko-eating-bananas,52.50%,Medium,
Array,877,Stone Game,https://leetcode.com/problems/stone-game,69.60%,Medium,
Array,879,Profitable Schemes,https://leetcode.com/problems/profitable-schemes,40.50%,Hard,
Array,881,Boats to Save People,https://leetcode.com/problems/boats-to-save-people,52.60%,Medium,
Array,883,Projection Area of 3D Shapes,https://leetcode.com/problems/projection-area-of-3d-shapes,70.60%,Easy,
Array,885,Spiral Matrix III,https://leetcode.com/problems/spiral-matrix-iii,73.00%,Medium,
Array,888,Fair Candy Swap,https://leetcode.com/problems/fair-candy-swap,60.50%,Easy,
Array,889,Construct Binary Tree from Preorder and Postorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal,70.70%,Medium,
Array,890,Find and Replace Pattern,https://leetcode.com/problems/find-and-replace-pattern,77.90%,Medium,
Array,891,Sum of Subsequence Widths,https://leetcode.com/problems/sum-of-subsequence-widths,36.30%,Hard,
Array,892,Surface Area of 3D Shapes,https://leetcode.com/problems/surface-area-of-3d-shapes,62.90%,Easy,
Array,893,Groups of Special-Equivalent Strings,https://leetcode.com/problems/groups-of-special-equivalent-strings,70.80%,Medium,
Array,896,Monotonic Array,https://leetcode.com/problems/monotonic-array,58.20%,Easy,
Array,898,Bitwise ORs of Subarrays,https://leetcode.com/problems/bitwise-ors-of-subarrays,36.80%,Medium,
Array,900,RLE Iterator,https://leetcode.com/problems/rle-iterator,59.40%,Medium,
Array,902,Numbers At Most N Given Digit Set,https://leetcode.com/problems/numbers-at-most-n-given-digit-set,41.40%,Hard,
Array,904,Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets,42.60%,Medium,
Array,905,Sort Array By Parity,https://leetcode.com/problems/sort-array-by-parity,75.70%,Easy,
Array,907,Sum of Subarray Minimums,https://leetcode.com/problems/sum-of-subarray-minimums,34.30%,Medium,
Array,908,Smallest Range I,https://leetcode.com/problems/smallest-range-i,67.60%,Easy,
Array,909,Snakes and Ladders,https://leetcode.com/problems/snakes-and-ladders,40.80%,Medium,
Array,910,Smallest Range II,https://leetcode.com/problems/smallest-range-ii,34.30%,Medium,
Array,911,Online Election,https://leetcode.com/problems/online-election,52.00%,Medium,
Array,912,Sort an Array,https://leetcode.com/problems/sort-an-array,60.20%,Medium,
Array,914,X of a Kind in a Deck of Cards,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards,32.30%,Easy,
Array,915,Partition Array into Disjoint Intervals,https://leetcode.com/problems/partition-array-into-disjoint-intervals,48.60%,Medium,
Array,916,Word Subsets,https://leetcode.com/problems/word-subsets,54.20%,Medium,
Array,918,Maximum Sum Circular Subarray,https://leetcode.com/problems/maximum-sum-circular-subarray,38.00%,Medium,
Array,922,Sort Array By Parity II,https://leetcode.com/problems/sort-array-by-parity-ii,70.70%,Easy,
Array,923,3Sum With Multiplicity,https://leetcode.com/problems/3sum-with-multiplicity,45.40%,Medium,
Array,924,Minimize Malware Spread,https://leetcode.com/problems/minimize-malware-spread,42.10%,Hard,
Array,927,Three Equal Parts,https://leetcode.com/problems/three-equal-parts,39.60%,Hard,
Array,928,Minimize Malware Spread II,https://leetcode.com/problems/minimize-malware-spread-ii,42.60%,Hard,
Array,929,Unique Email Addresses,https://leetcode.com/problems/unique-email-addresses,67.20%,Easy,
Array,930,Binary Subarrays With Sum,https://leetcode.com/problems/binary-subarrays-with-sum,50.70%,Medium,
Array,931,Minimum Falling Path Sum,https://leetcode.com/problems/minimum-falling-path-sum,68.40%,Medium,
Array,932,Beautiful Array,https://leetcode.com/problems/beautiful-array,65.10%,Medium,
Array,934,Shortest Bridge,https://leetcode.com/problems/shortest-bridge,53.80%,Medium,
Array,937,Reorder Data in Log Files,https://leetcode.com/problems/reorder-data-in-log-files,56.40%,Medium,
Array,939,Minimum Area Rectangle,https://leetcode.com/problems/minimum-area-rectangle,53.20%,Medium,
Array,941,Valid Mountain Array,https://leetcode.com/problems/valid-mountain-array,33.50%,Easy,
Array,942,DI String Match,https://leetcode.com/problems/di-string-match,76.60%,Easy,
Array,943,Find the Shortest Superstring,https://leetcode.com/problems/find-the-shortest-superstring,45.00%,Hard,
Array,944,Delete Columns to Make Sorted,https://leetcode.com/problems/delete-columns-to-make-sorted,69.70%,Easy,
Array,945,Minimum Increment to Make Array Unique,https://leetcode.com/problems/minimum-increment-to-make-array-unique,49.60%,Medium,
Array,946,Validate Stack Sequences,https://leetcode.com/problems/validate-stack-sequences,67.60%,Medium,
Array,948,Bag of Tokens,https://leetcode.com/problems/bag-of-tokens,52.10%,Medium,
Array,950,Reveal Cards In Increasing Order,https://leetcode.com/problems/reveal-cards-in-increasing-order,77.60%,Medium,
Array,952,Largest Component Size by Common Factor,https://leetcode.com/problems/largest-component-size-by-common-factor,40.30%,Hard,
Array,953,Verifying an Alien Dictionary,https://leetcode.com/problems/verifying-an-alien-dictionary,52.70%,Easy,
Array,954,Array of Doubled Pairs,https://leetcode.com/problems/array-of-doubled-pairs,39.10%,Medium,
Array,955,Delete Columns to Make Sorted II,https://leetcode.com/problems/delete-columns-to-make-sorted-ii,34.60%,Medium,
Array,956,Tallest Billboard,https://leetcode.com/problems/tallest-billboard,39.90%,Hard,
Array,957,Prison Cells After N Days,https://leetcode.com/problems/prison-cells-after-n-days,39.20%,Medium,
Array,960,Delete Columns to Make Sorted III,https://leetcode.com/problems/delete-columns-to-make-sorted-iii,57.10%,Hard,
Array,961,N-Repeated Element in Size 2N Array,https://leetcode.com/problems/n-repeated-element-in-size-2n-array,75.80%,Easy,
Array,962,Maximum Width Ramp,https://leetcode.com/problems/maximum-width-ramp,48.90%,Medium,
Array,963,Minimum Area Rectangle II,https://leetcode.com/problems/minimum-area-rectangle-ii,54.70%,Medium,
Array,966,Vowel Spellchecker,https://leetcode.com/problems/vowel-spellchecker,51.50%,Medium,
Array,969,Pancake Sorting,https://leetcode.com/problems/pancake-sorting,70.00%,Medium,
Array,973,K Closest Points to Origin,https://leetcode.com/problems/k-closest-points-to-origin,65.90%,Medium,
Array,974,Subarray Sums Divisible by K,https://leetcode.com/problems/subarray-sums-divisible-by-k,53.50%,Medium,
Array,975,Odd Even Jump,https://leetcode.com/problems/odd-even-jump,38.80%,Hard,
